Postcode,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Starbucks,43.646935797838935,-79.38442766632808,Coffee Shop
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Indigo,43.65351471121164,-79.38069591056922,Bookstore
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,iQ Food Co,43.642851,-79.382081,Salad Place
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,La Bettola Di Terroni,43.65199330592565,-79.37805579614488,Italian Restaurant
M5L,"Commerce Court, Victoria Hotel",43.648205000000075,-79.37879339899995,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Rustic Bakery,43.715413998974796,-79.49030028640821,Bakery
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Starbucks,43.719457697021035,-79.48073453272578,Coffee Shop
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Subway,43.71944652645412,-79.48076671396035,Sandwich Place
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Tim Hortons,43.719431335653816,-79.4807232730777,Coffee Shop
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Cataldi supermarket,43.71538724093072,-79.48000374897327,Convenience Store
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,North Park,43.72047849354532,-79.48572882014841,Park
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Lucky Dragon Chinese Food,43.71946280250894,-79.48075509183974,Chinese Restaurant
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Amesbury Sports Complex Arena & Outdoor Pool,43.70593461465202,-79.48688019105629,Athletics & Sports
M6L,"North Park, Upwood Park",43.71381000000007,-79.48830541199999,Coffee Time,43.70586397728154,-79.48857307434082,Coffee Shop
M9L,Humber Summit,43.75950000000007,-79.55685235299995,Plaza Latina,43.751294296317646,-79.55179276615884,Latin American Restaurant
M9L,Humber Summit,43.75950000000007,-79.55685235299995,The Source,43.753932,-79.555469,Electronics Store
M9L,Humber Summit,43.75950000000007,-79.55685235299995,Knightsbridge Contracting,43.7648476,-79.56074389999998,Construction & Landscaping
M9L,Humber Summit,43.75950000000007,-79.55685235299995,Emery Village Hockey Training Rinks,43.766296,-79.561674,Skating Rink
M9L,Humber Summit,43.75950000000007,-79.55685235299995,Ultimate Bingo,43.76691007943185,-79.56082105636597,General Entertainment
M9L,Humber Summit,43.75950000000007,-79.55685235299995,Active Surplus Electronics,43.76689458356078,-79.56170082092285,Electronics Store
M9L,Humber Summit,43.75950000000007,-79.55685235299995,Pizza Monza,43.7550425265422,-79.56719521010014,Pizza Place
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Dairy Queen,43.722757687671276,-79.23562467098236,Fast Food Restaurant
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Vi Pei Bistro - Bluffs,43.72714826155886,-79.22964018336639,Bistro
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Shoppers Drug Mart,43.725669,-79.231626,Pharmacy
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Tim Hortons,43.726658,-79.231484,Coffee Shop
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Cathedral Bluffs Park,43.71889517184152,-79.23082724161875,Park
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Dairy Queen Ltd Brazier,43.7226367,-79.2354522,Fast Food Restaurant
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Canadian Tire,43.72100515830479,-79.23778954268072,Furniture / Home Store
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,NIKE Employee Store,43.72639971565108,-79.24679903864855,Sporting Goods Shop
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Subway,43.7267415276209,-79.23261160083861,Sandwich Place
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,TD Canada Trust,43.7274727,-79.2292926,Bank
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Pizza Pizza,43.722490904836995,-79.23527706203652,Pizza Place
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,LCBO,43.725183,-79.232039,Liquor Store
M1M,"Cliffside, Scarborough Village West",43.72357500000004,-79.23497617799995,Dollarama,43.724705,-79.231379,Discount Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Daldongnae,43.78972879937165,-79.41810431599762,Asian Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,B.B. Cafe,43.79111742415979,-79.41807777426489,Café
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Super Khorak,43.792022570408164,-79.41845328363344,Grocery Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Tea va See,43.79037834365394,-79.41803762356207,Hookah Bar
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Eat Bkk Thai Kitchen & Bar,43.795696,-79.419205,Thai Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Starbucks,43.79668537026565,-79.4194811598898,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Altonia Kebob,43.79121308121634,-79.41799377823828,Middle Eastern Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,The Fry,43.78890902851442,-79.41809118521579,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Laterna,43.795592184558615,-79.41920451758718,Greek Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Cho Won Family Restaurant,43.786968081146675,-79.41797655377844,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Yogoberri,43.79054894709088,-79.41827945932056,Dessert Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Red Rose Pâtisserie,43.79343048582289,-79.41908863989865,Café
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Kookminhakgyo,43.788973568853926,-79.41817848957463,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Popeyes Louisiana Kitchen,43.79235798951143,-79.41847822794443,Fried Chicken Joint
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Iranian Plaza,43.791380293653745,-79.4181635058563,Shopping Mall
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Tim Hortons,43.78934530778049,-79.41710613931667,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Dolce Camerata,43.79531545346673,-79.42181898321385,Café
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Ichiban Sushi,43.79451074517962,-79.4197226256861,Sushi Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Jungsoo Nae 정수네,43.783590292508485,-79.41647956104646,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Hairy Tarantula,43.79770988670755,-79.4199739536252,Hobby Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Katsuya,43.790063017770166,-79.41812192412795,Japanese Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Soul Cafe,43.7868867160622,-79.4181646485817,Café
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Tim Hortons,43.7943859,-79.4198381,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Apkujung,43.795783117205126,-79.41931800240455,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Congee Queen 皇后名粥,43.79551056066663,-79.42154967634553,Cantonese Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Staples Yonge & Steeles,43.798399077474976,-79.42152589559555,Paper / Office Supplies Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,The Beer Store,43.794269,-79.4201424,Beer Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,TD Canada Trust,43.78719163185994,-79.41747139830699,Bank
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Starbucks,43.79656145319166,-79.42228614624621,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Subway,43.78926656908989,-79.41756010589164,Sandwich Place
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Rose's New York,43.79584664220059,-79.41925108125957,Middle Eastern Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Zaffron Restaurant,43.79366859989044,-79.41920569401599,Middle Eastern Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Pizza Pizza,43.79133278936659,-79.41877222612557,Pizza Place
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Lowe's Home Improvement,43.7967939,-79.4226525,Hardware Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Carlo's No Frills,43.794702,-79.421673,Grocery Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Coffee Time,43.7871378128979,-79.41749708443858,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Booster Juice,43.796356,-79.423161,Juice Bar
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Pizza Hut,43.78936425307035,-79.41760891311898,Pizza Place
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Dollarama,43.7955012,-79.4225197,Discount Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Shoppers Drug Mart,43.796197,-79.42219,Pharmacy
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Subway,43.79637596119878,-79.42261219024658,Sandwich Place
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Kenzo Ramen,43.793332806758755,-79.41919154575643,Ramen Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Taco Bell,43.79867307174651,-79.42064587974512,Taco Place
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Centerpoint Mall Food Court,43.795759152501695,-79.422930714389,Food Court
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Earth Indian Restaurant,43.787524015599615,-79.41746600913505,Indian Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Tim Hortons,43.7988336997364,-79.41971138119698,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,The Pickle Barrel,43.795828751381784,-79.42119113369326,American Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Altona Kebab,43.79123020687757,-79.41817503033371,Middle Eastern Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Hell's Chicken,43.79095173007169,-79.41869683765071,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Canada Computers,43.78557162565045,-79.4164162990025,Electronics Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Centerpoint Mall,43.795926800733746,-79.42241907119751,Shopping Mall
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,KFC,43.798426448705605,-79.4207142706269,Fast Food Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Hudson's Bay,43.79631531472917,-79.42062944903708,Department Store
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,JangWon,43.79633339792349,-79.41958917658289,Korean Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Country Style,43.796711133370245,-79.41949616049571,Coffee Shop
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Silverview Park,43.784300673478064,-79.41368447108927,Park
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,The Dragon,43.79780158410041,-79.41954359060637,Pharmacy
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Thai Express,43.795875,-79.422295,Restaurant
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,select sandwich,43.783235654204965,-79.41618307009091,Diner
M2M,"Newtonbrook, Willowdale",43.79147500000005,-79.41360487299994,Canadian Pacific Railway,43.78310542154239,-79.41637223721597,Train Station
M3M,Downsview Central,43.73458500000004,-79.49315062599999,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
M3M,Downsview Central,43.73458500000004,-79.49315062599999,Downsview Dells,43.73819394931281,-79.50020869243238,Park
M3M,Downsview Central,43.73458500000004,-79.49315062599999,Allure Nails & Spa,43.733655,-79.483669,Spa
M3M,Downsview Central,43.73458500000004,-79.49315062599999,Diana Park,43.741274421080426,-79.4892168045044,Playground
M4M,Studio District,43.662765652000076,-79.33482999999995,Descendant Detroit Style Pizza,43.66280217891642,-79.33238038071265,Pizza Place
M4M,Studio District,43.662765652000076,-79.33482999999995,Bobbette & Belle,43.66221000383261,-79.33483045678932,Bakery
M4M,Studio District,43.662765652000076,-79.33482999999995,Completo,43.66255039511819,-79.33404945763401,Latin American Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Leslieville,43.66207024392778,-79.33785619823739,Neighborhood
M4M,Studio District,43.662765652000076,-79.33482999999995,Radical Road Brewing,43.662771755276616,-79.33251474073776,Brewery
M4M,Studio District,43.662765652000076,-79.33482999999995,Ascari Enoteca,43.66205431604801,-79.33545691089822,Italian Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Kibo Sushi House,43.662633,-79.332677,Sushi Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Te Aro,43.66137281675049,-79.33857736283377,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Doll Factory by Damzels,43.662158,-79.335165,Boutique
M4M,Studio District,43.662765652000076,-79.33482999999995,Black Lab Brewing,43.661839494907305,-79.3291369016646,Brewery
M4M,Studio District,43.662765652000076,-79.33482999999995,Sweat & Soda,43.66185374187197,-79.33619591158853,Café
M4M,Studio District,43.662765652000076,-79.33482999999995,Tango Palace Coffee Company,43.6625313811144,-79.33369586477887,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Hanoi 3 Seasons,43.662199311171825,-79.33457571173595,Vietnamese Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Leslieville Pumps,43.66089221309069,-79.34062599380812,Sandwich Place
M4M,Studio District,43.662765652000076,-79.33482999999995,Hastings Snack Bar,43.66369665013437,-79.32899381239767,Snack Place
M4M,Studio District,43.662765652000076,-79.33482999999995,Hitch Bar,43.663249809571035,-79.33064915944564,Bar
M4M,Studio District,43.662765652000076,-79.33482999999995,Ed's Real Scoop,43.660655832455014,-79.3420187548006,Ice Cream Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,eastside social,43.661288901982886,-79.33915476536174,Comfort Food Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Brooklyn Tavern,43.66193697467491,-79.33593786927155,American Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Gio Rana's Really Really Nice Restaurant,43.66336657355032,-79.33042524525726,Italian Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,The Purple Purl,43.66277924068179,-79.33259801956473,Arts & Crafts Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Pinkerton Snack Bar,43.668900374804885,-79.3373089560871,Cocktail Bar
M4M,Studio District,43.662765652000076,-79.33482999999995,Mean Bao,43.66141729879085,-79.34020909620433,Chinese Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Little Triple A Bar (AAA),43.66369743650117,-79.3291366490884,BBQ Joint
M4M,Studio District,43.662765652000076,-79.33482999999995,Queen Books,43.6606506251737,-79.34226723956905,Bookstore
M4M,Studio District,43.662765652000076,-79.33482999999995,The Sidekick,43.66448428095712,-79.3251615270421,Comic Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Greta Solomon's,43.6619,-79.3315,French Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Wonder Pens,43.662809067344405,-79.34145159601191,Stationery Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Rock Oasis,43.6658798136579,-79.34279442481119,Climbing Gym
M4M,Studio District,43.662765652000076,-79.33482999999995,Guff,43.66242304918056,-79.3342650107853,Antique Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Maple Leaf Tavern,43.66827374908217,-79.34009173600943,American Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Chino Locos,43.664653279986126,-79.32558448882219,Burrito Place
M4M,Studio District,43.662765652000076,-79.33482999999995,The Friendly Thai,43.6632249323307,-79.3304883883445,Thai Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Goods And Provisions,43.66221397132329,-79.33516393563073,Diner
M4M,Studio District,43.662765652000076,-79.33482999999995,Hooked,43.66040731524296,-79.34325721641623,Fish Market
M4M,Studio District,43.662765652000076,-79.33482999999995,Leslie Grove Park,43.66296227311452,-79.33344426350223,Park
M4M,Studio District,43.662765652000076,-79.33482999999995,The Real Jerk Restaurant,43.66773464604252,-79.34283873302478,Caribbean Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Purple Penguin Cafe,43.660501150739734,-79.34256490845178,Café
M4M,Studio District,43.662765652000076,-79.33482999999995,Leslieville Cheese Market,43.66054639296253,-79.3423024562941,Cheese Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,YAYA,43.65984221786718,-79.33186537817195,Diner
M4M,Studio District,43.662765652000076,-79.33482999999995,Mercury Espresso Bar,43.66080615235188,-79.34124064841119,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Hailed Coffee,43.6669,-79.345432,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Timmie Doggie Outfitters,43.6628735310239,-79.33209893677817,Pet Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Dundas & Carlaw,43.664640252494294,-79.34162827443129,Bar
M4M,Studio District,43.662765652000076,-79.33482999999995,Arts Market,43.66206529675364,-79.33545707506765,Arts & Crafts Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Greenwood Park,43.66902471426758,-79.32816286954568,Park
M4M,Studio District,43.662765652000076,-79.33482999999995,Pizza Pide,43.6680476041075,-79.3403657198444,Pide Place
M4M,Studio District,43.662765652000076,-79.33482999999995,Tabule,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Brick Street Breads,43.66068453213004,-79.3425013474948,Bakery
M4M,Studio District,43.662765652000076,-79.33482999999995,Leslie Jones,43.66296003751739,-79.33183392676449,American Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Reliable Halibut and Chips,43.660874,-79.340938,Seafood Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Bonjour Brioche,43.65973440286799,-79.34626614342186,Bakery
M4M,Studio District,43.662765652000076,-79.33482999999995,Queen Margherita Pizza,43.664685391781596,-79.32416396716876,Pizza Place
M4M,Studio District,43.662765652000076,-79.33482999999995,Starbucks,43.66064023149168,-79.34246131061278,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,District 28,43.65517388160507,-79.34059760137761,Coworking Space
M4M,Studio District,43.662765652000076,-79.33482999999995,Lolabar,43.66476072278007,-79.34168904627538,Lounge
M4M,Studio District,43.662765652000076,-79.33482999999995,Spirit Loft Yoga,43.66354815944136,-79.3413327874046,Yoga Studio
M4M,Studio District,43.662765652000076,-79.33482999999995,EAT BKK Thai Kitchen,43.66045,-79.343113,Thai Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,La Cubana East,43.668763,-79.337235,Cuban Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Starbucks,43.658036,-79.328878,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Great Burger Kitchen,43.66917307969295,-79.33593052426873,Burger Joint
M4M,Studio District,43.662765652000076,-79.33482999999995,braised,43.660451867292366,-79.34334606916272,American Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Simon's Wok,43.66702629497102,-79.34556905326276,Vegetarian / Vegan Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,The Thirsty Duck,43.66113846977925,-79.34010994796954,Gastropub
M4M,Studio District,43.662765652000076,-79.33482999999995,Lil' Baci,43.6605116572649,-79.34315072724176,Italian Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Chula Taberna Mexicana,43.66923314512145,-79.33590599288392,Mexican Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Experience Communications Lake Shore (Rogers),43.65793498253477,-79.32824020937504,Electronics Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Loaded Pierogi,43.669105702204895,-79.33650843488537,Polish Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Tropical Joe's,43.66971566836941,-79.33915330822283,Caribbean Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Dineen Outpost,43.669094278335194,-79.33666585787246,Coffee Shop
M4M,Studio District,43.662765652000076,-79.33482999999995,Blackjack BBQ,43.669144,-79.336555,BBQ Joint
M4M,Studio District,43.662765652000076,-79.33482999999995,Delica Kitchen,43.66080581509536,-79.34150197940215,Café
M4M,Studio District,43.662765652000076,-79.33482999999995,The Green Wood,43.66472825054798,-79.32411719351869,Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Subway,43.66452993512666,-79.34149820503899,Sandwich Place
M4M,Studio District,43.662765652000076,-79.33482999999995,Jimmie Simpson Park,43.65922968838468,-79.3450629597167,Park
M4M,Studio District,43.662765652000076,-79.33482999999995,Dwell Gym,43.6634116374049,-79.3411044597478,Gym / Fitness Center
M4M,Studio District,43.662765652000076,-79.33482999999995,Loblaws,43.660996,-79.328334,Grocery Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Barrio Cerveceria,43.66043013260822,-79.34350897486634,Latin American Restaurant
M4M,Studio District,43.662765652000076,-79.33482999999995,Duke of York (The Duke),43.66306208288746,-79.3305446360332,Bar
M4M,Studio District,43.662765652000076,-79.33482999999995,FreshCo,43.65932136346001,-79.32973571438286,Grocery Store
M4M,Studio District,43.662765652000076,-79.33482999999995,The Roy Public House,43.660451849464096,-79.34299382973943,Bar
M4M,Studio District,43.662765652000076,-79.33482999999995,Remarkable Bean Leslieville,43.662010192871094,-79.33570861816406,Café
M4M,Studio District,43.662765652000076,-79.33482999999995,7-Eleven,43.660897,-79.340159,Convenience Store
M4M,Studio District,43.662765652000076,-79.33482999999995,The Beer Store,43.6633936,-79.3283852,Beer Store
M4M,Studio District,43.662765652000076,-79.33482999999995,Good Neighbour,43.6610004575794,-79.34029809683763,Clothing Store
